PPN	Signatur	Signatur_PPN	Product	DateCreated	Artist	
124676952	TK 1915	TK 1915 124676952	Mikombo wa Kaleo : Misambu ne Nsumwinu ya bena Kasai / Sangalayi - 	1990	Kazadi, S. / Lusamba, M.K. / Lusamba, M.M. / Mpunga, W.I. / Mubedi, I. / Ndekenya, L. / Nzembela, K. / Sangalayi	
124751733	RS 54	RS 54 124751733	Aleisia / Katele & Super Mazembe - EMI	1975	Kanindo, Phares Oluoch / Katele / Super Mazembe	
124751903	RS 309	RS 309 124751903	South View / Super Mazembe - AIT Records (K) Ltd./EMI (East Africa)	1977	Super Mazembe	
124752012	RS 53	RS 53 124752012	Naleli libota / Katele & Super Mazembe - EMI (AIT Records)	1975	Jakomo, Abdalla F. / Katele / Super Mazembe	
124752160	RS 48	RS 48 124752160	Mwana Mazembe / Katele & Super Mazembe - EMI	1975	Katele / Kanindo, Phares Oluoch / Super Mazembe	
124752225	RS 49	RS 49 124752225	Sala Keba / Bukalos & Super Mazembe - EMI	1975	Bukalos / Kanindo, Phares Oluoch / Super Mazembe	
124752268	RS 51	RS 51 124752268	Nanga / Lovy & l' orchestre Super Mazembe - EMI (AIT Records)	1975	Jakomo, Felix / Lovy / Super Mazembe	
124752381	RS 50	RS 50 124752381	Na bimaka / Katele & Super Mazembe - EMI	1975	Katele / Kanindo, Phares Oluoch / Super Mazembe	
124752489	RS 52	RS 52 124752489	Atia-Jo / Super Mazembe - EMI (AIT Records)	1975	Jakomo, Abdalla F. / Super Mazembe	
124752594	RS 316	RS 316 124752594	Samba / Super Mazembe - A.I.T. Records	1977	Kanindo, Phares Oluoch / Super Mazembe	
124752675	RS 315	RS 315 124752675	Mokano / L'orch. Super Mazembe - A.I.T. Records	1975	Jakomo, Abdalla F. / Super Mazembe	
124752705	RS 313	RS 313 124752705	Ilena Part / Super Mazembe - AIT Records (K) Ltd.	1977	Jakomo, Abdalla F. / Super Mazembe	
124752756	RS 312	RS 312 124752756	Shida / Super Mazembe - AIT Records (K) Ltd./EMI (East Africa)	1977	Kanindo, Phares Oluoch / Super Mazembe	
124752802	RS 311	RS 311 124752802	Izabella / Super Mazembe - AIT Records (K) Ltd./EMI (East Africa)	1978	Kanema, Kasongo wa / Kanindo, Phares Oluoch / Super Mazembe	
12475287X	RS 310	RS 310 12475287X	Okova / Super Mazembe - AIT Records (K) Ltd./EMI (East Africa)	1977	Jakomo, Abdalla F. / Super Mazembe	
12476424X	RS 352	RS 352 12476424X	Elee / Lovy. L'orch. Super Lovy - A.I.T. Records	1975	Longoma, Lovy / Jakomo, Felix / Orchestre Super Lovy	
124764290	RS 353	RS 353 124764290	Mokili / Lovy. L'orch. Super Lovy - A.I.T. Records	1975	Longoma, Lovy / Jakomo, Felix / Orchestre Super Lovy	
12476441X	RS 355	RS 355 12476441X	Ye-Ye-Ye / Lovy. L'orch. Super Lovy - A.I.T. Records	1975	Longoma, Lovy / Jakomo, Felix / Orchestre Super Lovy	
124764487	RS 356	RS 356 124764487	Eli / Lovy. L'orch. Super Lovy - A.I.T. Records	1975	Longoma, Lovy / Jakomo, Felix / Orchestre Super Lovy	
124764622	RS 259	RS 259 124764622	Biatondi kasanda / Nico & l'Orchestre African Fiesta - ASL (East Africa)	1975	Nico <Docteur> / African Fiesta	
124778151	TK 112	TK 112 124778151	Saisie en douane 20 ans deja / Zaiko Nkolo-Mboka & Baroza - [Gallo Records]	1996	Baroza, Tino / Zaiko Nkolo-Mboka / Zaiko Nkolo-Mboka	
124781721	RS 280	RS 280 124781721	Nazonga mboka - 1 / Orchestre Zeke Monano. Yefu - A.I.T. Records	1977	Yefu / Orchestre Zeke Monano	
12562817X	RS 274	RS 274 12562817X	Jetty / Les Mushamba Number One de Brazzaville. Mbouma Joe-Lebb - Sonodisc	1970	Mbouma, Joe-Lebb / Mushamba Number One de Brazzaville	
12562820X	RS 150	RS 150 12562820X	Eh Baninga Boyoka nanu po / Chem-Chem Yetu - petits chanteurs-dancers du carrefour des jeunes, Kinshasa Zaire - Soneca	1970	Mampasi, Lukoki / Boom, Bernard van den / Chem-Chem Yetu	
125628285	RS 151	RS 151 125628285	Zaire (chants révolutionnaires) / Chem-Chem Yetu - petits chanteurs-danceurs de Kinshasa (Zaire) - Soneca	1970	Chem-Chem Yetu	
125628714	RS 282	RS 282 125628714	Bakokabolakate / L'Orchestre Makassy. Mose Fan Fan - A.I.T. Records	1980	Se Sengo, Mose / Orchestre Makassy	
125628935	RS 146 	RS 146  125628935	Tu m'as decu chouchou / Orchestre African Fiesta - African	1968	Nico <Docteur> / African Fiesta	
125628978	RS 147	RS 147 125628978	Discipline na K.D.L. / Kallé & l'African Team de Paris - 	1970	Kabasele, Joseph / African Team de Paris	
125629184	RS 03 	RS 03  125629184	Nyako-Konya / Badibanga wa Tshilumba, Orchestre Les Mangelepa - ASL	1975	Tshilumba, Badibanga wa / Orchestre Les Mangelepa	
125629249	RS 343	RS 343 125629249	Double Double / Nyboma - A.I.T. Records	1970	Nyboma	
125633688	RS 157	RS 157 125633688	Mbelengo 1er / Orch[estre] Zaiko Langa-Langa - Soneca Zaire	1975	Obale, Bimi / Zaïko Langa Langa	
12563370X	RS 156 	RS 156  12563370X	Zibola 20e siècle / Orch. Makina Loka - Soneca Zaire	1970	Opetum, Ndombe / Makina Loka	
125656823	RS 275	RS 275 125656823	Masumu / Sammy Massamba. Dikalo ; Safari Ambiance - Sonodisc	1980	Massamba, Sammy / Dikalo / Safari Ambiance	
125666500	RS 250	RS 250 125666500	Matoba / Orchestre Lipua-Lipua. Mbubi Malanda - Editions Vévé	1976	Malanda, Mbubi / Orchestre Lipua-Lipua	
125666926	RS 251	RS 251 125666926	Abisina / Orchestre Les Kamalé. Nyboma Mwan'dido - Edition Vévé	1976	Nyboma / Orchestre Les Kamale	
125667132	RS 433	RS 433 125667132	Botuna bankolo mboka / Orchestre OK Jazz - Pathé Marconi	1970	Franco <Musiker> / Longomba, Victor / Edo / Tout-Puissant OK Jazz	
125667272	RS 218	RS 218 125667272	Yenga / Africanova Anthony. Orchestre Super Jambo - E.I.T. Pub.	1977	Africanova, Anthony / Fombe, George / Orchestre Super Jambo	
125667337	RS 221	RS 221 125667337	Etat de santé / Orchestre Kili-Kili. L.M. Kiland - E.I.T. Pub. [u.a.]	1977	Kiland, L.M. / Orchestre Kili-Kili	
125667388	RS 227	RS 227 125667388	Christmas / Orchestre Mbuta-Mbuta - E.I.T. Pub.	1977	Orchestre Mbuta-Mbuta	
125667477	RS 220	RS 220 125667477	Bo Moto Manytsho : Nsilu Baba Nsilu / Orchestre Bana Ngenge - AIT Records Kenya	1976	Kabaka, Daudi / Orchestre Bana Ngenge	
125667574	RS 232	RS 232 125667574	Pesa toli / Lawi Somana Orchestre. Lawi Som - E.I.T. Pub.	1976	Som, Lawi / Lawi Somana Orchestre	
125667647	RS 228	RS 228 125667647	Nzela ya Mombasa wekuze / Orchestre Bana Ngenge - E.I.T. Pub.	1976	Muissa, Mandala / Orchestre Bana Ngenge	
125667795	RS 217	RS 217 125667795	Lisano / Diabanza ; Johnny Ko. Les Kinois Band - E.I.T. Pub.	1977	Diabanza Niki Djo, Walengo / Fombe, Georges / Ko, Johnny / Kinois Band	
125667892	RS 216	RS 216 125667892	East Africa / Pele Ondindia. Les Kinois Band - E.I.T. Pub.	1977	Ondindia, Pele / Fombe, Georges / Kinois Band	
125668147	RS 214	RS 214 125668147	Marte / Bibi Kaba Kaba. Les Kinois Band - E.I.T. Pub.	1977	Kaba Kaba, Bibi / Fombe, Georges / Kinois Band	
12566818X	RS 213	RS 213 12566818X	Lavie / Bosenza. Les Kinois Band - E.I.T. Pub.	1977	Bosenza / Fombe, Georges / Kinois Band	
125668295	RS 231	RS 231 125668295	Sola / Maquis du Zaire. M.M. Adios - E.I.T. Pub.	1975	Otieno, John / Adios, M.M. / Maquis du Zaire	
12566835X	RS 230	RS 230 12566835X	Bolingo / Mukala wa Mulumba. Orchestre Mbuta-Mbuta - E.I.T. Pub.	1977	Mulumba, Mukala wa / Orchestre Mbuta-Mbuta	
125668422	RS 229	RS 229 125668422	Ewawa na Mapendo / Mukala wa Mulumba. Orchestre Mbuta Mbuta - E.I.T. Pub.	1977	Mulumba, Mukala wa / Orchestre Mbuta-Mbuta	
125668503	RS 225	RS 225 125668503	Nalembi yo te / Orchestre Mabatalai - E.I.T. Pub.	1977	Kiland, L.M. / Orchestre Mabatalai	
125668597	RS 224	RS 224 125668597	Matadi sacré / Orchestre Iko-Iko - E.I.T. Pub.	1977	Kiland, L.M. / Orchestre Iko-Iko	
125668686	RS 223	RS 223 125668686	Wapi emancipation / Orchestre Momeko - E.I.T. Pub.	1977	Kiland, L.M. / Orchestre Momeko	
125668724	RS 222	RS 222 125668724	Mayimona Gentil / Orchestre Momeko - E.I.T. Pub.	1977	Kiland, L.M. / Orchestre Momeko	
125668767	RS 226	RS 226 125668767	Tokilingana / Orchestre Kiamono - E.I.T. Pub.	1977	Kimenay / Orchestre Kiamono	
125668821	RS 219	RS 219 125668821	Edith / Africanova Anthony. Orchestre Super Jambo - E.I.T. Pub.	1977	Africanova, Anthony / Fombe, George / Orchestre Super Jambo	
125668872	RS 215	RS 215 125668872	Pola / Bibi Kaba Kaba. Les Kinois Band - E.I.T. Pub.	1977	Kaba Kaba, Bibi / Fombe, Georges / Kinois Band	
125670052	RS 371	RS 371 125670052	Santa Viviana / Orchestre Negro-Band (A tout casser) - Pathé Marconi	1970	Kasanaut, D. / Orchestre Negro Band	
125670206	RS 238	RS 238 125670206	Songi songi ezalimabe / K.P. Flammy ... et l'Orchestre Jazz Beguen - Ngoma	1960	Flammy, K.P. / Orchestre Beguen Band	
125670648	RS 236	RS 236 125670648	Yele bizekele / Fely ; Chopin et l'Orchestre Negrita Jazz - Ngoma Records - Jeronimidis	1962	Fely, Pépé / Demaquet / Chopin / Orchestre Negrita Jazz	
125671393	RS 237	RS 237 125671393	A la Confiance / Roger Salmon ; Khim Valentino et l'Orchestre Dynamic Jazz - Ngoma - Jeronimidis	1970	Salmon, Roger / Khim, Valentino / Dynamic Jazz	
125671474	RS 233	RS 233 125671474	Tobongisa libala / Canadien ; Desholey. L'Orchestre Dynamic Jazz - Ngoma. Jeronimidis	1965	Canadien / Desholey / Dynamic Jazz	
125671636	RS 235	RS 235 125671636	Yo keba na ngai / Depiano et l'Orchestre "La Palma" - Ngoma	1962	Depiano / Orchestre La Palma	
12567175X	RS 239	RS 239 12567175X	Change ekeseni / Kwamy et son Ensemble - Ngoma - Jeronimidis	1965	Kwamy / Kwamy et son ensemble	
125802226	RS 254	RS 254 125802226	Mbuto 1er / Orchestre Bella-Bella. Dynamite Verckys - African	1972	Verckys / Orchestre Bella-Bella	
125802544	RS 144	RS 144 125802544	Kanu / Orchestre Empire des Bakuba - African	1973	Dilumona, Dilu / Pépé Kallé / Empire Bakuba	
125803826	RS 253	RS 253 125803826	Amba na boyi bombanda / Orchestre Conga. Mateso Mamposi. Malonga - African	1972	Mamposi, Mateso / Malonga, Samuel / Conga Succès	
125804628	RS 148	RS 148 125804628	Sola 1er / Orchestre Bella-Bella - African	1972	Orchestre Bella-Bella	
125806353	RS 06	RS 06 125806353	Konda / Orchestre Mandalala - Edition Bonga. AIT Records	1977	Roy, Makengo / Orchestre Mandalala	
125806426	RS 05	RS 05 125806426	Toboya soni / Djemba Etuwe, Orchestre Lokole - Editions Bonga/A.I.T. Records	1977	Etuwe, Djemba / Orchestre Isifi	
125806485	RS 04	RS 04 125806485	Odia / Djemba Etuwe, Orchestre Lokole - Editions Bonga/A.I.T. Records	1977	Etuwe, Djemba / Orchestre Isifi	
12580668X	RS 392	RS 392 12580668X	Chants et Danses Pygmees : Documents sonores enregistrés par C. Huchin et L. Demesse chez les pygmées Babinga au nord du Moyen-Congo - Le Chant du Monde	1965	Huchin, Claude / Demesse, Lucien	
125822138	RS 271	RS 271 125822138	Vicky / Monimanbo. Special Liwanza Band - Editions Ba-Ba/A.I.T. Records	1976	Monimambo, Jim / Special Liwanza Band	
125822340	RS 268	RS 268 125822340	Kamikaze / Orchestre Isso Babeti. Mabusele - A.I.T. Records	1976	Mabusele / Orchestre Isso Babeti	
125829116	RS 267	RS 267 125829116	Towumelite / Special Liwanza Band. Tule Wa Lupini - A.I.T. Records	1976	Tule wa Lupini / Special Liwanza Band	
125829183	RS 270	RS 270 125829183	Union fait la force / Orchestre Isifi. Vadia Mambenga - Editions Ba-Ba/A.I.T. Records	1976	Mambenga, Vadia / Orchestre Isifi	
125829264	RS 269	RS 269 125829264	Mokili / Orchestre Isso Babeti. Mabusele - A.I.T. Records	1976	Mabusele / Orchestre Isso Babeti	
125829353	RS 264	RS 264 125829353	Mapalakale / Orchestre Afro Zaire. Dackin Dackino - A.I.T. Records	1976	Dackin, Dackino / Orchestre Afro Zaire	
125829396	RS 261	RS 261 125829396	Maboko Makasi / Orchestre Afro Zaire. Medico Bwala - A.I.T. Records	1976	Bwala, Medico / Orchestre Afro Zaire	
125829469	RS 265	RS 265 125829469	Kanai / Special Liwanza Band. Tshimba Monimambo - Editions Ba-Ba/A.I.T. Records	1977	Fambe, G. / Monimambo, Jim / Special Liwanza Band	
125829590	RS 266	RS 266 125829590	Ayoma / Special Liwanza Band. Lifenya Lifulenge - A.I.T. Records	1976	Fambe, G. / Lifulenge, Lifenya / Special Liwanza Band	
125829663	RS 272	RS 272 125829663	Maria Chantale / Tshimba Monimambo. Special Liwanza Band - Editions Ba-Ba/A.I.T. Records	1977	Monimambo, Jim / Special Liwanza Band	
125829779	RS 263	RS 263 125829779	Aori / Mukala Coco. Mange-Ngenge Orchestra - A.I.T. Records	1977	Mukala, Coco / Mange-Ngenge Orchestra	
125829809	RS 262	RS 262 125829809	Sugar Mami / Mukala Coco. Mange-Ngenge Orchestre - A.I.T. Records	1977	Mukala, Coco / Mange-Ngenge Orchestra	
125837313	RS 134	RS 134 125837313	Mombila / Par Makanga Ulima; Abeli Pene Wangi. Or[chestre] Lok Lok Lokoko. - Soneca Zaire	1970	Ulima, Makanga / Wangi, Abeli Pene / Lok Lok Lokoko	
125837615	RS 132	RS 132 125837615	Kimasi / Kintueni Sukisa - Soneca Zaire	1970	Kitsusu, Mabiala / Kintueni Sukisa	
125837712	RS 161	RS 161 125837712	Macro / Orch[estre] Kintueni Sukisa - Soneca Zaire	1970	Mabiala, Kitsusu / Kintueni Sukisa	
125837844	RS 162	RS 162 125837844	Zongisa Bolingo (1) / Orchestre Makinalo-Ka - Soneca Zaire	1970	Opetun, Ndombe / Orchestre Makinalo-Ka	
125837941	RS 160	RS 160 125837941	Amazone (1) / Orchestre Isifi - Soneca Zaire	1970	Shungu / Orchestre Isifi	
125837992	RS 130	RS 130 125837992	Soyotina / Orchestre Isifi - Soneca Zaire	1970	Mavuela / Orchestre Isifi	
125838107	RS 133	RS 133 125838107	Belobi / Orchestre Lokole "Isifi" - Soneca Zaire	1970	Bozi / Orchestre Isifi	
125838212	RS 129	RS 129 125838212	Animez - 1 / Par Makanga Ulima [et] or[chestre] Lokoko - Soneca Zaire	1970	Ulima, Makanga / Lok Lok Lokoko	
12583828X	RS 135	RS 135 12583828X	Ainsi va la vie Makalolo / Orchestre Isifi - Soneca Zaire	1970	Wembadio, Shungu / Orchestre Isifi	
125838379	RS 159	RS 159 125838379	2x2x2 / Isifi - Soneca Zaire	1970	Lay, Evoloko / Orchestre Isifi	
125838484	RS 131	RS 131 125838484	Kania / Orchestre Isifi - Soneca Zaire	1970	Mavuela / Orchestre Isifi	
125838662	RS 155	RS 155 125838662	Malisi 1ère / Orchestre Tabou-National - Soneca Zaire	1970	Lutula / Orchestre Tabou-National	
125838867	RS 154	RS 154 125838867	Mambuene 1re / Madilu. Or[chestre] Bakuba Mayopi - Soneca Zaire	1970	Madilu System / Bakuba Mayopi	
125838972	RS 153	RS 153 125838972	Mwana Wabi / Bimi Ombale. Orch. Zaiko Langa Langa - Soneca	1970	Ombale, Bimi / Zaïko Langa Langa	
125839006	RS 163	RS 163 125839006	Liwa ya somo 1er / Shungu. Orch[estre] Zaiko Langa Langa - Soneca Zaire	1970	Shungu / Zaïko Langa Langa	
125839057	RS 141	RS 141 125839057	Mbeya Mbeya : Disque d'Or 1973  / Orchestre Zaiko Langa Langa - Soneca Zaire	1973	Lay, Evoloko / Zaïko Langa Langa	
125840241	RS 08	RS 08 125840241	Tika kotongo / Makengo Roy, Orchestre Mandalala - AIT Records	1977	Roy, Makengo / Orchestre Mandalala	
125840381	RS 09	RS 09 125840381	Minakufa / Tambwe, Orchestre Saka-Yonsa - AIT Records	1977	Tambwe / Orchestre Saka-Yonsa	
125840934	RS 07	RS 07 125840934	Nawela te / Chumu Lala, Orchestre Mandalala - AIT Records	1977	Lala, Chumu / Orchestre Mandalala	
125840977	RS 10	RS 10 125840977	Nabangi makambo / Tambwe, Orchestre Saka-Yonsa - AIT Records	1977	Tambwe / Orchestre Saka-Yonsa	
125841035	RS 11	RS 11 125841035	Nakufeli ye / Tambwe, Orchestre Saka-Yonsa - AIT Records	1977	Tambwe / Orchestre Saka-Yonsa	
125842058	RS 152	RS 152 125842058	Francois Loug'ah au Zaire / François Loug'ah - Sonafric	1976	Lougah, François / Abeti / Ley, Tabu / Joe, Wawanko	
125842163	RS 245	RS 245 125842163	Grievement blessé / Trio Madjesi et Orch. Sosoliso. - Soneca Mondenge	1970	Saakul, Saak / Trio Madjesi / Orchestre Sosoliso	
125842244	RS 149	RS 149 125842244	Kulu ku ngana / Super Kintueni National - Soneca	1970	Petit Jazz Bilendo / Kintueni Sukisa	
12584235X	RS 260	RS 260 12584235X	Nati ye goal / Afrisa L'International. Tabu Ley ; Mavatiku Visi - isa	1975	Ley, Tabu / Mavatiku Visi, Michelino / Afrisa International Orchestra	
125842406	RS 145	RS 145 125842406	Kebo / Orchestre Empire Bakuba - Soneca Zaire	1975	Dilumona, Dilu / Empire Bakuba	
125842465	RS 249	RS 249 125842465	Nakei Abidjan / Sangana ; Nico. Orchestre African Fiesta - Sukisa	1975	Sangana / Nico <Docteur> / African Fiesta	
125842554	RS 243	RS 243 125842554	Sisi moke / Orch. Les Grands Maquisards - Soneca Zaire	1970	Dalienst, Ntesa / Orchestre Les Grands Maquisards	
125842600	RS 241	RS 241 125842600	Bolingo ya mokuse / Soki Dianzenzi et son ensemble ; Vula et son ensemble - Soneca Zaire	1970	Soki Dianzenza / Vula / Soki Dianzenza et son ensemble	
125842643	RS 244	RS 244 125842643	Nabeli panzi - 1 / Loko Deckain. Orchestre G O Malebo - Soneca Zaire	1970	Deckain, Loko / Orchestre G. O. Malebo	
125842686	RS 242	RS 242 125842686	Kalanda - I / Prince Soki-Dianzenza. Or[ch]. Bella Mambo Renove - Soneca Zaire	1970	Soki Dianzenza / Bella Mambo Renove	
125842708	RS 248	RS 248 125842708	Yalulendo (1) / par Yossa [et] Or. Bakuba Mayopi - Soneca Zaire	1970	Taluki, Yossa / Bakuba Mayopi	
125842732	RS 247	RS 247 125842732	Nazali mwasi / Orch. Tabu-Engombi - Soneca Zaire	1970	Zangilu / Djoboke / Orchestre Tabu-Engombi	
125842740	RS 246	RS 246 125842740	Chou Maika / Mayalibo ; Fataki. Or. Tabou Engombi - Soneca Zaire	1970	Mayalibo / Fataki, Joe / Orchestre Tabu-Engombi	
125842775	RS 158	RS 158 125842775	Faute ya mama leki / Suki Mayanga. Or[chestre] Comet Mambo. Kiala Zoi Sala - Soneca Zaire	1970	Mayanga, Suki / Sala, Kiala Zoi / Comet Mambo	
126165947	RS 255	RS 255 126165947	Yondo Jeanine / African Soul de Kinshasa. Mizele ; Sangana - Sonafric	1970	Mizele, Paul / Sangana / African Soul de Kinshasa	
126165971	RS 256	RS 256 126165971	Balobi nako yoka eloko / African Soul de Kinshasa. Ngwalali ; Sangana - Sonafric	1970	Ngwalali, Michel / Sangana / African Soul de Kinshasa	
126166056	RS 257	RS 257 126166056	Tshiela zala na nzai sincere / African Soul de Kinshasa. Mizele ; Sangana - Sonafric	1970	Mizele, Paul / Sangana / African Soul de Kinshasa	
126166102	RS 258	RS 258 126166102	Nzeba nalinga / African Soul de Kinshasa. Zorro ; Mizele - Sonafric	1970	Zorro / Mizele, Paul / African Soul de Kinshasa	
12616634X	RS 357	RS 357 12616634X	Faux Promesse / Orchestre Hi-Fives - Pathé Marconi	1970	Orchestre Hi-Fives	
12616651X	RS 358	RS 358 12616651X	Mariam Nirudie / Orchestre Hi-Fives - Pathé Marconi	1970	Orchestre Hi-Fives	
126166552	RS 359	RS 359 126166552	Nichukume twende kwako / Orchestre Hi-Fives - Pathé Marconi	1971	Orchestre Hi-Fives	
126166749	RS 405	RS 405 126166749	Na lingaka ngai koleka / Orchestre Pierre et les Loulous - Pathé Marconi	1971	Loukouamoussou, Pierre / Orchestre Pierre et les Loulous	
126166803	RS 360	RS 360 126166803	Mokili ya makmbo / Orchestre Hi-Fives - Pathé Marconi	1971	Orchestre Hi-Fives	
126166897	RS 361	RS 361 126166897	Emny mon chou-chou / Orchestre Hi-Fives - Pathé Marconi	1971	Orchestre Hi-Fives	
126166978	RS 404	RS 404 126166978	Kotazo J.B.B. / Orchestre Pierre et les Loulous. Pierre Loukouamoussou - Pathé Marconi	1971	Loukouamoussou, Pierre / Orchestre Pierre et les Loulous	
126167621	RS 435	RS 435 126167621	Lola / Franco et l'Orchestre OK Jazz - Pathé Marconi.	1970	Franco <Musiker> / Tout-Puissant OK Jazz	
126167648	RS 434	RS 434 126167648	Marceline / Franco et l'Orchestre OK-Jazz - Pathé Marconi.	1972	Franco <Musiker> / Tout-Puissant OK Jazz	
126167702	RS 403	RS 403 126167702	Mokolo ya Mardi Jeanette / Pierre et les Loulous - Pathé Marconi	1972	Loukouamoussou, Pierre / Orchestre Pierre et les Loulous	
126167761	RS 139	RS 139 126167761	Ma Loukoula / Orchestre Sinza - Pathé Marconi	1971	Moutouari, Pierre / Anatole, Bokassa / Orchestre Sinza	
126358389	RS 138	RS 138 126358389	Daudet lingaka / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1973	Binsangou, Agnes / Maouakany, Marcel / Orchestre Mando Negro Kwala Kwa	
126360324	RS 367	RS 367 126360324	Olongi Maria / Les Bantous de la Capitale - Pathé Marconi	1971	Abangui, Gilbert / Les Bantous de la Capitale	
126360405	RS 368	RS 368 126360405	Trois mois de tristesse / Les Bantous de la Capitale - Pathé Marconi	1971	Siméon, Rikky / Les Bantous de la Capitale	
126360561	RS 372	RS 372 126360561	Le monde est méchant / Orchestre Negro-Band (A Tout Casser) - Pathé Marconi	1972	Tomba, Rubin Major / Orchestre Negro Band	
126360650	RS 369	RS 369 126360650	Marceline bosana bambanda / Orchestre Negro-Band (A Tout Casser). M'Bongolo Maurice - Pathé Marconi	1972	M'Bongolo, Maurice / Orchestre Negro Band	
12636074X	RS 370	RS 370 12636074X	Yomba Emilie / Orchestre Negro Band (A tout casser) - Pathé Marconi	1972	Matondo, Titi / Orchestre Negro Band	
126362432	RS 419	RS 419 126362432	Mwasi ya kulutu / Orchestre Negro Vox - Pathé Marconi	1971	Negro Vox	
126362505	RS 252	RS 252 126362505	Pasi namonaka / Orchestre Negro Vox. Max Brown - Pathé Marconi	1971	Brown, Max / Negro Vox	
126362548	RS 363	RS 363 126362548	O chancer motema / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1973	Sita, Alphonse / Maouakany, Marcel / Orchestre Mando Negro Kwala Kwa	
126362599	RS 364	RS 364 126362599	Lokumu wapi : (rumba) / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1973	N'Couba, Jean Jhon / Diambouana, David / Orchestre Mando Negro Kwala Kwa	
126362653	RS 493	RS 493 126362653	Mosaka / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1970	Daudi, Daniel / Moumpala, Michel / Orchestre Mando Negro Kwala Kwa	
126362890	RS 143	RS 143 126362890	Déception / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1970	Fidel Zizi / Binsangou, Ange Beckosse / Orchestre Mando Negro Kwala Kwa	
12636303X	RS 362	RS 362 12636303X	Na boyi banzinzi / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1973	Milembolo, Ferdinand / Fidel Zizi / Orchestre Mando Negro Kwala Kwa	
126363129	RS 497	RS 497 126363129	M.J. Makanga / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1973	Nkounkou, Ignace / Doudi, Daniel / Orchestre Mando Negro Kwala Kwa	
126363242	RS 365	RS 365 126363242	Gabio No. 2 / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1973	Siscala, Didi / Fidel Zizi / Orchestre Mando Negro Kwala Kwa	
126363366	RS 366	RS 366 126363366	Joselita / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1973	Ngouba, Jean / Fidel Zizi / Orchestre Mando Negro Kwala Kwa	
126363420	RS 498	RS 498 126363420	Yambi / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1972	Fidel Zizi / Bisangu, Ange Beckosse / Orchestre Mando Negro Kwala Kwa	
126363560	RS 495	RS 495 126363560	Na pont yo Marceline / Orchestre Sinza - Pathé Marconi	1971	Dianzolo, Gabriel / Samba, Fidèle / Orchestre Sinza	
126363609	RS 406	RS 406 126363609	Magali / Orchestre Sinza - Pathé Marconi	1971	Nfouilou, Daniel / Kounkou, Luc / Orchestre Sinza	
126363668	RS 408	RS 408 126363668	N'tsiela / Orchestre Sinza. Samba Fidèle - Pathé Marconi	1972	Samba, Fidèle / Orchestre Sinza	
126363749	RS 407	RS 407 126363749	Bolingo Celia / Orchestre Sinza - Pathé Marconi	1972	Moutouari, Pierre / Orchestre Sinza	
126363854	RS 415	RS 415 126363854	Il est né / Orchestre Sinza - Pathé Marconi	1972	Orchestre Sinza	
126364060	RS 418	RS 418 126364060	Gabon rénové / Orchestre Super-Jazz - Pathé Marconi	1971	Moina, Christophe / Martin, Mata / Orchestre Super-Jazz	
126364109	RS 137	RS 137 126364109	Séraphine / Orchestre Super-Jazz - Pathé Marconi	1971	Anachet, Jean / Orchestre Super-Jazz	
126364168	RS 374	RS 374 126364168	Bea nakokufa / Orchestre Négro-Succès - Pathé Marconi	1972	Orchestre Negro Succes	
126364192	RS 375	RS 375 126364192	M.T. naboyi mbamba / Orchestre Négro-Succès - Pathé Marconi	1972	Orchestre Negro Succes	
126364427	RS 373	RS 373 126364427	Kimobange wenze te / Orchestre Négro-Succès - Pathé Marconi	1972	Orchestre Negro Succes	
126364486	RS 417	RS 417 126364486	Na Tamboli Moto Godee / Orchestre Les Maestros - Pathé Marconi	1970	Zangelo, M'Konga / Lujeba, Jacques / Orchestre Les Maestros	
126364516	RS 416	RS 416 126364516	Mwasi abongi na libala / Orchestre Les Maestros - Pathé Marconi	1970	Zangelo, M'Konga / Lujeba, Jacques / Orchestre Les Maestros	
126408610	RS 423	RS 423 126408610	Bolingo ya kisi / Orchestre Négritta - Pathé Marconi	1971	Rouby, Papa / Orchestre Negritta	
126514496	RS 424	RS 424 126514496	Dachatsu / Orchestre Négritta - Pathé Marconi	1971	Rouby, Papa / Orchestre Negritta	
126514623	RS 426	RS 426 126514623	O mbima ma me / Anne-Marie Nzié - Pathé Marconi	1971	Nzié, Anne-Marie	
126515026	RS 492	RS 492 126515026	Paulina / Les Grands Maquisards - Pathé Marconi	1972	Dalienst, Ntesa / Orchestre Les Grands Maquisards	
126515204	RS 428	RS 428 126515204	Salsa Na Ma / Laba Sosseh y Su Conjunto - Pathé Marconi	1970	Sosseh, Laba / Laba Sosseh y Su Conjunto	
126515360	RS 378	RS 378 126515360	Colette / Les Rebelles - Pathé Marconi	1970	Kasanaut, Denon / Rebelles	
